
 1, 60, 15, 45, 20,  25, 60, 0,    0
 5, 73, 27, 45, 20,  30, 96, 0,    1891
 10, 78, 38, 48, 25,  30, 120, 0,   5263
 15, 83, 48, 52, 31, 40, 148, 0,   14666
 20, 101, 58, 55, 42, 53, 172, 0,  51819
 25, 112, 67, 56, 47, 59, 195, 0,  114857
 30, 122, 71, 58, 52, 65, 222, 0, 201376
 35, 132, 75, 58, 57, 68, 274, 0, 348239
 40, 142, 81, 59, 62, 71, 299, 0, 612942
 45, 152, 86, 60, 67, 74, 324, 0, 1076759
 50, 162, 89, 68, 73, 81, 362, 0, 1606076
 55, 172, 94, 76, 79, 88, 404, 0, 2135393
 60, 182, 98, 85, 85, 96, 434, 0, 2664710
 65, 192, 103, 89, 88, 100, 458, 0, 3194028
 70, 202, 108, 93, 91, 104, 484, 0, 3723345
 75, 223, 113, 98, 94, 109, 509, 0, 4252662
 80, 246, 118, 102, 97, 113, 530, 0, 4781979
 85, 249, 123, 106, 100, 117, 553, 0, 5311296
 90, 255, 128, 111, 103, 122, 577, 0, 5840613
 95, 255, 133, 115, 106, 126, 604, 0, 6369931
 99, 255, 137, 120, 110, 131, 624, 0, 6793384
