
	3	,	120	,	50	,	96	,	85	,	78	,	245	,	45	,	2287	
	4	,	131	,	51	,	98	,	87	,	80	,	267	,	49	,	18480	
	5	,	142	,	51	,	99	,	88	,	82	,	285	,	53	,	42637	
	6	,	150	,	52	,	100	,	90	,	84	,	303	,	57	,	88797	
	7	,	157	,	52	,	101	,	91	,	86	,	319	,	62	,	135811	
	8	,	162	,	53	,	102	,	93	,	88	,	333	,	66	,	183679	
	9	,	167	,	53	,	104	,	94	,	90	,	346	,	69	,	232401	
	10	,	171	,	54	,	105	,	95	,	92	,	357	,	73	,	281977	
	11	,	175	,	54	,	106	,	97	,	94	,	368	,	76	,	332407	
	12	,	178	,	55	,	107	,	98	,	95	,	377	,	79	,	383691	
	13	,	181	,	55	,	108	,	99	,	97	,	384	,	82	,	435829	
	14	,	184	,	56	,	109	,	100	,	99	,	388	,	84	,	488821	
	15	,	185	,	56	,	110	,	101	,	101	,	393	,	86	,	542667	
	16	,	187	,	56	,	111	,	103	,	103	,	397	,	88	,	597367	
	17	,	189	,	57	,	112	,	104	,	104	,	401	,	90	,	652921	
	18	,	191	,	57	,	114	,	104	,	106	,	404	,	91	,	709329	
	19	,	193	,	58	,	115	,	105	,	108	,	408	,	93	,	766591	
	20	,	194	,	58	,	116	,	106	,	109	,	411	,	94	,	824707	
	21	,	196	,	59	,	117	,	107	,	111	,	414	,	96	,	883677	
	22	,	198	,	59	,	118	,	108	,	113	,	415	,	97	,	943501	
	23	,	199	,	60	,	119	,	109	,	114	,	418	,	98	,	1004179	
	24	,	201	,	60	,	120	,	110	,	116	,	421	,	99	,	1065711	
	25	,	203	,	61	,	121	,	111	,	117	,	423	,	101	,	1128097	
	26	,	204	,	61	,	122	,	112	,	119	,	425	,	102	,	1191337	
	27	,	206	,	62	,	122	,	112	,	121	,	426	,	103	,	1255431	
	28	,	207	,	62	,	123	,	113	,	122	,	427	,	104	,	1320379	
	29	,	209	,	63	,	124	,	114	,	124	,	429	,	105	,	1386181	
	30	,	210	,	63	,	125	,	115	,	125	,	431	,	107	,	1452837	
	31	,	212	,	64	,	126	,	116	,	127	,	432	,	108	,	1520347	
	32	,	213	,	64	,	127	,	116	,	128	,	433	,	109	,	1588711	
	33	,	215	,	64	,	128	,	117	,	129	,	434	,	110	,	1657929	
