
 1,147,124,159, 71, 99,305,  0,      0
 5,147,124,159, 71, 99,305,  8,  45822
10,147,124,159, 71, 99,305, 15, 307283
15,147,124,159, 71, 99,305, 17, 704786
20,147,124,159, 71, 99,305, 19,1211445
25,147,124,159, 71, 99,305, 20,1718104
30,147,124,159, 71, 99,305, 21,2224764
35,147,124,159, 71, 99,305, 22,2731423
40,147,124,159, 71, 99,305, 23,3238082
45,147,124,159, 71, 99,305, 25,3744742
50,147,124,159, 71, 99,305, 25,4251401
55,147,124,159, 71, 99,305, 26,4758061
60,147,124,159, 71, 99,305, 26,5264720
65,185,124,159,102,143,305, 27,5771379
70,214,124,175,142,219,305, 28,6278039
75,243,209,209,188,255,305, 31,6784698
80,255,255,244,228,255,405, 82,7291357
85,255,255,255,240,255,543,339,7798017
90,255,255,255,255,255,742,590,8304676
95,255,255,255,255,255,955,832,8811336
99,255,255,255,255,255,999,973,9216663
