
5,35,44,22,25,23,74,12,2795
6,38,45,22,25,24,82,15,4051
7,41,47,23,25,25,91,18,5425
8,44,48,24,25,26,100,21,6928
9,47,50,25,25,27,109,24,8574
10,51,52,26,25,29,118,28,10272
11,53,53,26,26,30,120,32,12023
12,55,55,27,27,31,122,36,13829
13,57,56,28,28,32,125,40,15691
14,59,58,29,29,33,127,44,17612
15,62,60,30,30,34,130,48,19895
16,64,62,31,34,35,140,51,22608
17,66,64,33,38,36,150,54,25833
18,68,66,34,42,38,160,57,29663
19,70,68,36,46,39,170,60,34216
20,73,71,38,50,41,180,64,39628
21,75,72,38,51,42,182,68,46056
22,78,73,38,53,43,184,72,53689
23,80,74,39,54,44,187,76,62756
24,83,75,39,56,45,189,80,73527
25,86,77,40,57,46,192,84,86322
26,88,78,40,59,47,194,88,101518
27,91,79,40,60,48,196,92,119566
28,93,80,41,62,49,199,96,141003
29,96,81,41,63,50,201,100,166465
30,99,83,42,65,52,204,104,194316
31,100,83,42,65,54,212,109,224779
32,102,84,43,65,56,220,114,258100
33,103,85,43,66,58,228,119,294547
34,105,86,44,66,60,236,124,334412
35,107,87,44,66,62,244,129,378015
36,108,87,45,67,64,252,134,425706
37,110,88,45,67,66,260,139,477869
38,111,89,46,67,68,268,144,534924
39,113,90,46,68,70,276,149,597330
40,115,91,47,68,72,284,154,665587
41,116,91,47,68,74,292,159,740245
42,118,92,48,69,76,300,164,821903
43,119,93,48,69,78,308,169,911217
44,121,94,49,69,80,316,174,1008905
45,123,95,50,70,82,324,180,1106593
46,125,96,51,71,83,329,182,1204281
47,127,98,52,72,84,334,185,1301969
48,130,100,53,73,85,339,188,1399657
49,132,101,54,74,86,344,190,1497345
50,135,103,55,76,88,349,193,1595033
51,137,105,56,77,89,354,196,1692721
52,140,106,57,78,90,359,198,1790409
53,142,108,58,79,91,364,201,1888097
54,145,110,59,80,92,369,204,1985785
55,147,111,60,82,94,374,206,2083473
56,150,113,61,83,95,379,209,2181161
57,152,115,62,84,96,384,212,2278848
58,155,116,63,85,97,389,214,2376536
59,157,118,64,86,98,394,217,2474224
60,160,120,65,88,100,400,220,2571912
61,162,123,66,90,102,402,225,2669600
62,164,126,68,92,105,405,231,2767288
63,167,130,69,94,107,408,236,2864976
64,169,133,71,96,110,411,242,2962664
65,171,136,73,98,112,413,247,3060352
66,174,140,74,100,115,416,253,3158040
67,176,143,76,102,117,419,258,3255728
68,179,147,78,104,120,422,264,3353416
69,181,150,79,106,122,424,269,3451104
70,183,153,81,108,125,427,275,3548792
71,186,157,82,110,127,430,280,3646480
72,188,160,84,112,130,433,286,3744168
73,190,163,86,114,132,435,291,3841855
74,193,167,87,116,135,438,297,3939543
75,195,170,89,118,137,441,302,4037231
76,198,174,91,120,140,444,308,4134919
77,200,177,92,122,142,446,313,4232607
78,202,180,94,124,145,449,319,4330295
79,205,184,95,126,147,452,324,4427983
80,207,187,97,129,150,455,330,4525671
81,209,190,99,131,153,457,335,4623359
82,212,194,100,133,155,460,341,4721047
83,214,197,102,135,157,463,346,4818735
84,217,201,104,137,160,466,352,4916423
85,219,204,105,139,162,468,357,5014111
86,221,207,107,141,165,471,363,5111799
87,224,211,108,143,167,474,368,5209487
88,226,214,110,145,170,477,374,5307175
89,228,217,112,147,172,479,379,5404862
90,231,221,113,149,175,482,385,5502550
91,233,224,115,151,177,485,390,5600238
92,236,228,117,153,180,488,396,5697926
93,238,231,118,155,182,490,401,5795614
94,240,234,120,157,185,493,407,5893302
95,243,238,121,159,187,496,412,5990990
96,245,241,123,161,190,499,418,6088678
97,247,244,125,163,192,501,423,6186366
98,250,248,126,165,195,504,429,6284054
99,255,255,130,170,200,510,440,6381742
