
1,3,10,5,20,2,18,0,0
2,5,12,6,22,3,21,4,18
3,7,14,7,24,5,25,9,46
4,9,16,8,26,6,28,13,105
5,11,18,9,28,8,32,18,196
6,13,20,10,29,11,37,23,332
7,15,22,11,30,14,43,29,543
8,17,24,12,31,17,48,34,855
9,19,26,13,32,20,54,40,1320
10,21,28,14,34,23,61,46,1904
11,22,31,15,37,24,65,46,2637
12,24,34,16,40,25,70,47,3556
13,26,38,17,43,27,75,48,4708
14,28,41,18,46,28,80,49,6148
15,30,45,20,50,30,85,50,8173
16,33,50,25,54,32,93,52,11020
17,36,55,31,58,34,101,55,15033
18,39,60,37,63,36,109,58,20686
19,42,65,43,67,38,117,61,28645
20,45,70,49,72,40,125,64,37103
21,45,72,50,74,42,131,69,46092
22,46,75,51,76,45,138,75,55643
23,46,77,52,78,47,144,80,65792
24,47,80,54,81,50,151,86,76577
25,47,82,55,83,52,158,92,88037
26,48,85,56,85,55,164,97,100215
27,48,87,58,88,57,171,103,113155
28,49,90,59,90,60,177,108,126905
29,49,92,62,92,62,184,114,141516
30,50,95,62,95,65,191,120,158410
31,50,96,62,96,70,197,131,177948
32,50,98,62,97,75,204,142,200539
33,51,100,63,99,81,211,154,226664
34,51,101,63,100,86,217,165,256873
35,51,103,64,101,91,224,176,291804
36,52,105,64,103,97,231,188,332195
37,52,106,64,104,102,237,199,378902
38,52,108,65,105,107,244,210,432909
39,53,110,65,107,113,251,222,495357
40,53,111,66,108,118,257,233,567567
41,53,113,66,109,123,264,244,651061
42,54,115,66,111,129,271,256,747601
43,54,116,67,112,134,277,267,859229
44,54,118,67,113,139,284,278,988300
45,55,120,68,115,145,291,290,1117371
46,56,124,68,117,147,295,295,1246442
47,57,128,68,119,150,299,300,1375512
48,58,132,69,121,153,303,306,1504583
49,59,136,69,123,156,307,311,1633654
50,60,140,70,126,159,311,317,1762725
51,61,144,70,128,162,315,322,1891796
52,62,148,71,130,165,319,328,2020867
53,63,152,71,132,168,323,333,2149938
54,64,156,72,134,171,327,339,2279009
55,65,160,72,137,174,331,344,2408080
56,66,164,73,139,177,335,350,2537151
57,67,168,73,141,180,339,355,2666222
58,68,172,74,143,183,343,361,2795293
59,69,176,74,145,186,347,366,2924364
60,70,181,75,148,189,351,372,3053435
61,71,182,76,150,190,355,375,3182506
62,73,184,78,153,192,359,378,3311577
63,75,186,80,156,193,363,382,3440648
64,77,188,82,158,195,367,385,3569719
65,78,190,84,161,197,371,389,3698590
66,80,192,86,164,198,375,392,3827861
67,82,193,88,166,200,379,396,3956932
68,84,195,90,169,202,383,399,4086003
69,85,197,91,172,203,387,403,4215074
70,87,199,93,174,205,391,406,4344145
71,89,201,95,177,207,395,409,4473216
72,91,203,97,180,208,399,413,4602287
73,92,205,99,182,210,403,416,4731358
74,94,206,101,185,212,407,420,4860429
75,96,208,103,188,213,411,423,4989520
76,98,210,105,190,215,415,427,5118571
77,99,212,106,193,217,419,430,5247642
78,101,214,108,196,218,423,434,5376713
79,103,216,110,198,220,427,437,5505783
80,105,218,112,201,222,431,441,5634854
81,106,219,114,204,223,435,444,5763925
82,108,221,116,206,225,439,447,5892996
83,110,223,118,209,226,443,451,6022067
84,112,225,120,212,228,447,454,6151138
85,113,227,121,214,230,451,458,6280209
86,115,229,123,217,231,455,461,6409280
87,117,230,125,220,233,459,465,6538351
88,119,232,127,222,235,463,468,6667422
89,120,234,129,225,236,467,472,6796493
90,122,236,131,228,238,471,475,6925564
91,124,238,133,230,240,475,478,7054635
92,126,240,135,233,241,479,482,7183706
93,127,242,136,236,243,483,485,7312777
94,129,243,138,238,245,487,489,7441848
95,131,245,140,241,246,491,492,7570919
96,133,247,142,244,248,495,496,7699990
97,134,249,144,246,250,499,499,7829061
98,136,251,146,249,251,503,503,7958132
99,140,255,150,255,255,511,510,8087203
